SSID,BSSID,RSSI,Auth,Channel,Label
BT709 Lobby,c7:d5:30:d8:4f:6b,-62,Open,1,fake
Linda_9143,3a:10:ac:d6:37:39,-69,WEP,13,real
Lobby2098,dc:b2:39:dd:2e:73,-69,Open,11,fake
Apartment_7166,53:6b:c3:8b:c8:56,-65,WPA2-Enterprise,3,real
office_wifi_509.,dc:15:8a:09:f9:ca,-88,Open,11,fake
Mall_WiFi_3517,25:d0:e0:dc:28:f8,-75,Open,7,fake
CafeGuest9749,09:73:fb:53:b9:3a,-80,WEP,7,fake
Building-594,d0:1b:84:32:fb:c5,-79,WPA2-Enterprise,12,real
Home-3363,68:39:90:75:64:5c,-39,WPA3,9,real
Office_5489,55:5d:c8:4f:9c:14,-42,WPA2-Enterprise,7,real
Network7152,ca:c6:a1:b8:7e:16,-42,WPA2-Enterprise,11,fake
Office4455,1e:5a:ea:d4:dd:29,-83,WPA3,7,fake
TPLink_5503,12:dd:07:40:a7:6d,-58,WEP,9,real
Residence-6625,49:11:ba:c7:a2:b6,-67,WPA2,1,real
Smith-6450,d9:30:3f:60:fc:6f,-56,WPA2,11,real
cafe966,e2:b6:c1:7d:d0:8a,-66,WPA2-Enterprise,3,fake
Smith-5335,cd:13:17:e4:aa:2d,-77,Open,9,real
Hotel3759 Free,67:d4:bb:36:3a:7f,-36,WPA2-Enterprise,1,fake
John-790,a8:5f:a6:6c:61:1c,-36,WPA2-Enterprise,2,real
Linksys-4040,c3:38:44:be:76:94,-56,WEP,1,real
Guest_Free_4611,60:41:64:bd:81:91,-72,Open,2,fake
Home-4241,19:cf:ce:cc:6c:3a,-84,Open,4,real
Linksys-576,30:c3:65:bd:d8:92,-85,WEP,9,real
Linksys_5417,06:4f:fa:d7:6f:b5,-46,WPA2-Enterprise,2,real
Campus-4838,b4:84:63:16:39:46,-72,WPA3,1,real
Public-Public6314,ab:84:c1:c6:7b:dc,-68,WPA2-Enterprise,5,fake
Smith_2101,d3:c5:9c:f9:fb:8d,-74,WPA2,13,real
John_5732,43:a0:6c:f3:23:c0,-44,WPA3,3,real
Apartment_7460,ae:b1:fd:21:7e:fb,-32,WPA2-Enterprise,4,real
MyAP-7976,3e:68:24:c8:af:03,-80,WEP,10,real
Library-6959,35:49:7a:3b:6c:e5,-55,WPA2,8,fake
Home_4544,7b:09:21:79:7a:54,-64,WPA3,13,real
FreeWiFi_3038,c1:86:47:8b:72:a0,-90,Open,5,fake
Free-Free6130,9c:f7:54:74:0c:7f,-47,WPA2,9,fake
Free-Free,8f:94:ac:11:45:66,-46,WPA3,13,fake
Cafe-5006_,96:a3:b5:06:ab:5a,-88,WPA2,8,fake
Linksys_8460,04:f0:c3:c4:af:8a,-73,Open,7,real
Anderson-3301,85:5b:28:e8:57:8a,-53,WPA2,4,real
Office-6398,ce:2e:a1:1b:d5:21,-50,WEP,8,real
Office-653,d6:d9:23:6c:65:36,-52,WPA2-Enterprise,11,real
hotspot_tplink6735,b7:69:be:95:f0:17,-84,WPA2-Enterprise,13,fake
Apartment-9750,2f:06:17:be:db:1d,-76,WPA2-Enterprise,4,real
NET-9003,dd:d7:9b:0d:eb:c7,-31,WPA2,13,real
NETGEAR900,87:66:95:03:2e:4e,-81,WPA2-Enterprise,1,fake
Lobby-Lobby7970,75:04:1c:88:72:f6,-86,WEP,2,fake
Smith_8464,1c:08:fd:b0:c2:94,-63,WPA2-Enterprise,6,real
FreeWiFi 9458,f8:90:9d:e0:ac:19,-62,WPA2,2,fake
TPLink-3650,0c:a3:69:b3:84:c6,-57,WEP,12,real
Library_Free_9589_,0e:40:20:dd:c1:94,-53,WPA2,1,fake
Building-6937,65:ea:8f:dd:62:07,-40,WPA2-Enterprise,12,real
Smith-6529,a8:8a:f3:6f:80:70,-32,WEP,12,real
office-fce,a9:b9:49:a4:d5:e8,-46,WPA2-Enterprise,12,fake
Home_3454,3a:78:af:25:f0:11,-53,WPA2-Enterprise,5,real
Dorm_7130,f1:f4:02:89:b5:30,-32,WPA2-Enterprise,7,real
BT_Guest-,d2:62:05:5a:6f:9a,-48,WPA3,6,fake
freewifi_1245,c5:81:23:30:b4:b8,-34,WPA2,4,fake
Linda_4960,18:03:c4:14:7c:88,-34,WPA3,12,real
shopguest6660,85:f6:8c:d4:c3:0d,-34,WPA2-Enterprise,8,fake
Shop8089,3d:75:8e:e9:9c:af,-35,WPA3,12,fake
Anderson_8010,db:22:24:14:c0:f1,-33,WPA2,1,real
NETGEAR_Free_240,e6:fb:7e:ed:4c:18,-56,WEP,12,fake
FreeWiFi_7259,3a:4b:39:ac:fc:fb,-77,Open,11,fake
John-2916,ed:69:90:eb:d0:e5,-37,WPA2-Enterprise,7,real
Smith_2356,aa:60:28:5b:78:11,-77,WPA2,6,real
Linksys1399,bd:46:71:5a:42:d7,-69,WPA3,6,fake
Home-5390,fb:d9:30:36:81:5e,-65,WPA2,8,real
Building_6432,0f:b2:d9:05:5f:d9,-38,WPA2-Enterprise,9,real
NET_4099,af:22:9b:d6:7a:b9,-78,WPA3,7,real
NETGEAR5224 Guest,81:e4:2a:8c:5e:5d,-36,WPA3,5,fake
Campus-8219,ab:d9:99:4f:cb:ba,-32,WPA2,11,real
Hotel-le,4e:12:83:8a:4d:ea,-31,WPA2,3,fake
network-network7195,48:1c:81:13:55:61,-63,Open,7,fake
Apartment_419,e9:98:a9:10:20:73,-34,WPA2-Enterprise,1,real
Apartment_4066,8f:99:11:b0:ed:cc,-38,WPA2,3,real
Cafe9825 Public,4a:64:ce:fd:32:f8,-79,WPA3,11,fake
Anderson-6207,66:78:b1:d9:c6:7c,-50,WEP,10,real
Vodafone9464 Network_,fa:8d:c7:8f:fe:38,-51,Open,9,fake
Residence_5346,ee:f6:a5:e9:e8:a7,-68,WPA3,2,real
_Guest1647,20:5b:f6:ee:82:1e,-37,WEP,2,fake
Building-2008,be:ad:55:cb:ec:ee,-47,WPA3,4,real
Office_6090,26:94:0b:10:7b:03,-68,WPA3,11,real
Guest Airport4807,1f:f7:5e:37:0d:3b,-49,WPA2-Enterprise,5,fake
Smith_9823,59:e0:5e:d9:5e:49,-78,Open,10,real
tplink-2747,f6:b3:98:31:a4:43,-84,WPA2-Enterprise,11,fake
Home-899,f5:4a:8c:11:09:75,-57,WPA3,8,real
Tower_424,41:37:10:34:94:9b,-60,Open,10,real
Building_2842,a4:e4:10:d9:33:41,-59,WPA2-Enterprise,6,real
John-5273,d9:cd:61:e2:7c:5e,-89,WPA3,1,real
TPLink-7046,de:cc:89:65:fb:18,-81,WPA2,8,real
Campus-573,26:c3:70:58:9d:ae,-39,WEP,10,real
Campus_Home,2e:58:cf:70:4e:b8,-76,WPA3,8,real
Guest-3293,73:67:9c:7b:ad:da,-51,WPA2-Enterprise,1,fake
NET_4330,08:1d:d5:36:5a:26,-79,WPA3,9,real
_Guest_Campus3029,0c:b1:6c:5c:3a:e0,-44,WEP,4,fake
FreeWiFi_6932_,4d:b0:37:3b:3a:92,-86,WEP,6,fake
John_7536,53:85:f4:92:2f:bb,-47,Open,8,real
BT_Free_4738_,56:74:26:1c:e8:ad,-86,WPA2-Enterprise,2,fake
tplink wifi 4876,7f:b0:ee:c0:27:72,-85,WPA2-Enterprise,11,fake
Apartment-7816,99:a5:2c:9d:99:44,-46,WPA2-Enterprise,7,real
Tower-5475,0e:3a:f7:6e:1b:7a,-60,WPA2,5,real
 guest440,fb:71:25:e1:99:c3,-89,WPA2-Enterprise,6,fake
NETGEAR9148,d6:80:62:5d:5a:b7,-89,WPA3,13,fake
Free815 Guest,e7:af:38:e8:71:d1,-69,WPA2,7,fake
Office-fOe,bc:ad:3f:e4:12:d9,-66,WPA3,1,fake
Guest6902,23:c7:df:77:0e:7d,-84,WPA2,5,fake
MyAP_4719,a0:46:1c:77:02:66,-72,WPA2,10,real
Public-Public1528,fb:d0:b2:df:e3:3c,-53,WPA2,1,fake
Residence-5287,01:2b:3d:a0:85:f6,-46,Open,12,real
Building_8414,aa:d6:cf:a7:8a:a5,-40,WEP,7,real
NET_7871,dd:39:93:db:11:65,-50,WPA2,7,real
MyAP-9421,21:68:ff:14:1e:d2,-66,WEP,3,real
_Guest3397,ea:c8:47:fa:93:76,-53,WPA3,12,fake
Dorm-4304,f1:55:b1:5e:a6:3c,-72,WPA2-Enterprise,2,real
McDonaldsGuest2138,7e:40:87:bc:1a:5f,-74,Open,9,fake
Campus_7526,d6:76:8e:e2:62:85,-61,WPA2,9,real
btguest3020,64:6e:e7:5e:1f:ac,-32,WPA2,7,fake
FreeWiFi 2753,31:c9:f8:1f:f0:c1,-86,WPA2,6,fake
TPLink9604 Cafe,a1:72:05:f1:7b:b8,-31,Open,9,fake
Xfinity_Free_562,ba:5c:ea:aa:fd:34,-40,Open,9,fake
Linda-6525,40:9f:dd:bf:bd:f6,-51,Open,6,real
starbucks wifi 1813,88:9c:77:96:f7:15,-71,Open,8,fake
ShopGuest8375,f0:c3:ed:e5:d7:e2,-32,WPA2-Enterprise,8,fake
Linksys_8389,41:0d:1b:77:7c:4a,-88,WEP,5,real
FreeWiFi_6180,16:a5:c8:6d:2c:da,-65,WPA2-Enterprise,12,fake
Guest_Shop9707,59:59:06:a6:03:1a,-37,WPA2-Enterprise,8,fake
McDonalds Free 771,c5:fc:a3:43:e4:0e,-49,Open,9,fake
Campus-5694,c1:18:40:ce:6e:8b,-45,WPA3,5,real
WiFi_Office4858,e4:e0:73:bb:20:2f,-76,WPA2-Enterprise,2,fake
Linda_5392,5b:61:6a:14:72:97,-78,WPA2,12,real
Home_2902,82:9b:54:fc:35:73,-89,WEP,12,real
Hotspot2325,a0:78:8b:d4:13:dc,-43,Open,3,fake
Lobby_BT716#,5d:5f:5b:5e:b9:40,-54,WEP,11,fake
FreeWiFi_2996,ee:63:30:9b:c2:cf,-80,WPA2,1,fake
Tower-2892,d0:25:8c:96:d1:db,-48,WPA3,2,real
WiFi_Library494-,4f:d9:ea:95:1c:88,-55,WPA3,12,fake
public_library6112,e4:e8:db:c4:5f:1a,-58,WEP,13,fake
Building_7373,68:ba:57:c5:ab:de,-32,WPA2,3,real
linksysguest9114,ff:c7:30:d7:70:bc,-47,WPA2,6,fake
Dorm-923,39:76:0a:46:ef:e0,-80,WPA2-Enterprise,2,real
library_free_8579#,50:20:51:62:8d:4b,-68,WEP,8,fake
Tower_6993,cd:ab:93:61:ef:5c,-49,WPA2,1,real
Free_Mall967,7a:b8:ac:ad:e2:6a,-52,WPA2-Enterprise,9,fake
Tower_4431,56:f3:7a:19:f4:88,-64,WEP,6,real
library1576 wifi,f3:0e:87:5c:9b:6a,-65,WEP,9,fake
Home-5422,e3:88:9a:73:ff:97,-80,WPA3,4,real
guest9790,92:4a:87:ce:ab:05,-64,WPA3,3,fake
Free1723 WiFi-,76:1d:61:41:c5:b1,-78,WPA3,10,fake
Linda-5002,9a:39:4d:d4:05:88,-34,WPA2-Enterprise,3,real
McDonalds2479,82:ed:4d:eb:55:f3,-40,WPA2-Enterprise,10,fake
AirportGuest1305,d2:56:62:d3:bc:ad,-42,WPA3,10,fake
TPLink9494,d9:10:a6:5c:58:2b,-90,Open,4,fake
secure-secure5658,5b:98:36:98:fe:61,-41,WEP,8,fake
Tower_536,d3:7a:58:f4:63:de,-46,WPA2,8,real
guest-3509,7d:d8:f5:19:b4:11,-75,WPA2,4,fake
Shop_MyWiFi9175,4f:96:83:58:6b:f4,-30,WPA2,9,fake
 Guest Xfinity3479,ad:b9:e6:f0:c0:ab,-42,WPA2,4,fake
Public-Public394,d3:ae:f4:2a:03:a3,-87,WPA3,8,fake
TPLink_9728,cb:96:5d:b5:91:86,-39,WPA2-Enterprise,11,real
Campus_6277,da:4e:d7:e0:86:d5,-32,WPA2,6,real
MyAP_1517,12:ab:1f:0e:ec:60,-54,WPA2-Enterprise,4,real
CampusGuest1619,aa:39:3e:18:c2:6e,-71,WEP,11,fake
Building_5475,15:0a:3c:32:45:12,-60,WPA3,3,real
AirportGuest6148,4a:61:c1:99:d3:6c,-51,WEP,3,fake
Home_6330,fc:95:5d:1f:6d:37,-83,WPA2,10,real
Dorm-3895,21:b0:cb:9f:bc:b7,-36,WEP,9,real
mcdonalds_free_7156,fe:87:31:fe:3a:10,-90,WPA2,7,fake
Linksys_2095,c7:7d:fd:5f:af:39,-66,Open,7,real
Office_4947,82:dd:d0:73:a8:f8,-32,WPA2,10,real
FreeWiFi_2231,c6:09:17:52:e7:16,-85,WPA3,7,fake
John-7494,6a:d4:2c:9c:ae:a1,-79,Open,6,real
Building-5085,6e:82:43:3d:b2:e7,-69,Open,12,real
MyAP-5955,f7:31:50:68:69:00,-73,WPA2,4,real
Dorm_5958,a6:82:db:0a:c6:c8,-40,WPA2,2,real
John_8610,d0:57:a5:5f:9e:24,-32,WPA2-Enterprise,10,real
Office_7194,a0:88:9e:34:d5:b7,-40,WPA2-Enterprise,5,real
NET-8387,ba:d3:f2:2e:29:03,-48,WPA2-Enterprise,13,real
Dorm-1547,5c:92:48:a5:53:49,-51,Open,11,real
Office_8290,6f:9c:64:8c:75:18,-77,WPA2-Enterprise,5,real
Secure_Mall3935,7f:78:9c:2d:2a:ee,-45,WPA2,9,fake
Airport_Free_5991,aa:7e:84:0e:8b:41,-90,WPA3,8,fake
FreeWiFi_4603,45:9c:bd:6b:7a:8a,-51,WPA2,6,fake
Smith_3573,b0:ac:d3:48:76:1f,-45,WPA2,7,real
Guest6835 Shop,b0:45:db:4e:fb:1a,-55,WEP,4,fake
Apartment-3243,8e:56:92:c8:b1:95,-52,WPA2,9,real
Campus_5871,78:ad:fc:4f:a1:0d,-78,WEP,5,real
Vodafone WiFi 1805,a3:b7:d9:94:85:ba,-57,WPA2,13,fake
Linda-2963,da:8d:4b:96:98:85,-63,WPA3,13,real
TPLink-1125,79:e5:6d:10:35:49,-65,WPA2-Enterprise,1,real
NET_8450,55:95:8e:98:97:d8,-59,WPA3,10,real
Library-rLr,f8:bd:d2:81:3c:ff,-54,Open,10,fake
BT_Free_6085,20:7f:cd:88:b9:1c,-87,WPA2-Enterprise,3,fake
Linksys-3818,a7:cf:17:53:f9:21,-89,WPA2-Enterprise,3,real
McDonalds WiFi 4916,1d:4e:58:9a:be:9f,-77,Open,3,fake
Office_6031,cd:9a:92:bf:ff:fb,-60,WPA3,1,real
Home2526,ff:43:5b:61:2d:46,-69,WPA2,1,fake
Vodafone-111,6f:32:95:6b:5c:f8,-31,WPA3,13,fake
Secure7500,13:21:7b:43:2f:11,-87,WPA3,13,fake
Building_2871,7a:33:fc:e9:b9:ff,-35,WEP,11,real
Guest9637,ff:34:4b:0f:c3:ea,-79,WPA3,10,fake
John-1769,aa:ab:4c:e5:6e:b0,-80,WPA2-Enterprise,1,real
TPLink-PTn,40:94:29:b3:dc:0b,-63,WPA2-Enterprise,9,fake
Airport_WiFi_7666!,30:84:23:61:db:b1,-90,WPA2,8,fake
Free-Free7093#,64:75:38:11:92:9e,-76,WPA2,11,fake
starbucks-5381,a3:4d:eb:21:2d:4e,-45,WPA2,4,fake
Linksys_5297,45:8b:e4:13:5e:32,-42,WPA3,7,real
John_2110,c3:26:d1:ee:1c:38,-74,Open,3,real
tplink guest-,c4:2f:b3:da:ae:13,-70,WPA2,10,fake
Hotspot-Hotspot3030,3e:3e:fd:56:3b:76,-45,WPA2,3,fake
Office-682,53:be:5f:54:af:a8,-37,WPA2,4,real
Office_7342,c1:9a:72:78:9b:cf,-45,WEP,10,real
mcdonalds-4227,82:8c:e3:91:cf:fd,-37,WPA2,12,fake
Smith_5110,77:08:b0:dc:88:48,-90,WPA2,12,real
Building_7848,71:6e:cd:7e:9d:ae,-65,WEP,1,real
Shop6103 Network,e1:a4:48:87:24:58,-75,WPA2-Enterprise,5,fake
Office_WiFi_2724!,00:c5:83:ea:22:15,-46,WPA2-Enterprise,12,fake
Office-4379,8c:c3:5e:9a:73:29,-40,WEP,13,fake
Campus-2431,d0:b5:c1:00:34:e7,-46,WPA2-Enterprise,5,real
 Guest7151,b5:a8:92:75:c2:f8,-33,WEP,4,fake
Smith_3017,ff:af:9f:7f:dc:2e,-46,Open,11,real
Tower_7177,dc:5e:60:89:92:04,-55,Open,12,real
Office_6512,8e:99:a9:4d:6d:4a,-30,WPA2,10,real
Home-8892,d9:36:bf:29:fd:7e,-88,WPA2,4,real
FreeWiFi 8905,42:b6:f4:07:d3:fe,-72,WEP,8,fake
Linksys_7297,0c:59:d2:d7:20:ed,-69,WPA2-Enterprise,6,real
Office_WiFi_9480,e4:ad:54:ac:3d:89,-90,WPA2-Enterprise,11,fake
Linda_7275,8a:bf:e9:d2:3a:f7,-64,WPA3,12,real
cafe-cafe8605,84:1f:9b:9a:28:c6,-60,WEP,11,fake
Public4658,f2:26:41:cb:1f:4a,-65,WPA2-Enterprise,11,fake
Apartment-9395,b5:f3:49:4f:65:f4,-53,WEP,4,real
Shop791#,a6:d3:01:f9:cd:c5,-76,WPA2,5,fake
Free-er,55:24:77:ef:f5:9f,-52,Open,8,fake
hotel7342,89:ca:42:0c:48:e2,-74,WPA3,12,fake
Linksys_1780,46:f0:8d:3e:70:19,-57,WPA2,10,real
Apartment_6399,fa:b2:03:f5:c0:81,-56,WEP,11,real
Office-1202,60:73:1d:b6:d3:07,-36,WPA2-Enterprise,2,real
Office_6946,24:86:07:6b:3e:f4,-90,WPA3,3,real
Free-Free1913,47:73:86:71:bd:11,-68,WPA3,5,fake
hotel_guest.,a3:f9:97:f7:d6:ae,-82,WPA2,9,fake
NET-8086,0d:a8:98:0f:0e:c9,-61,WPA2-Enterprise,13,real
TPLink_Free_2420,b4:5a:88:54:33:c2,-35,Open,9,fake
MyAP-7784,0e:ff:09:be:97:3a,-39,WPA3,1,real
Anderson-983,e0:e2:6c:58:e3:18,-73,WPA2,11,real
Linda_7709,f4:74:2c:93:1b:37,-32,Open,6,real
Campus-321,42:32:8e:32:96:77,-30,Open,5,fake
Dorm_9362,2f:8f:50:a7:89:fa,-44,WPA2,5,real
Library643,8c:54:8c:2d:f9:13,-88,WPA2,9,fake
Campus_7059,91:52:e8:5d:bf:df,-47,WPA3,6,real
Starbucks_WiFi_3775,58:46:01:71:55:ed,-71,WPA2,2,fake
Lobby_WiFi_4908_,77:82:d6:91:a5:17,-42,WEP,8,fake
Home_9174,52:49:af:80:31:12,-88,WPA2,9,real
Linda-2351,54:e8:cf:19:db:8f,-56,WPA2-Enterprise,7,real
Home_9192,f2:7d:cb:30:75:9e,-60,Open,12,real
McDonalds8862 Secure,5a:51:b0:a0:8b:c9,-67,WPA2,6,fake
Library_Free_8389,14:ee:04:f2:50:13,-33,WEP,12,fake
Campus-8783,8d:ef:65:12:e6:8f,-64,WPA2-Enterprise,12,real
Anderson_6758,6b:52:b7:55:e9:51,-84,WPA3,6,real
Linksys-1053,59:e9:68:e7:d8:21,-66,WPA2-Enterprise,1,real
Home2833!,71:8c:07:17:15:99,-51,WPA2,10,fake
McDonalds8769 Cafe,4f:a5:07:6a:e9:08,-42,WPA3,11,fake
Cafe_WiFi_3631,5a:bf:7b:b6:4d:46,-63,WEP,1,fake
Campus_2493,88:b3:39:2c:72:4e,-46,WPA2-Enterprise,7,real
MyAP_339,3b:9d:65:8c:33:6b,-41,WPA2-Enterprise,2,real
Anderson_7318,ea:f3:45:13:27:b2,-35,WPA3,8,real
freewifi_7621!,bb:47:ad:63:a2:db,-47,WPA2-Enterprise,9,fake
Tower_2088,89:13:fa:f5:8f:b5,-42,WPA3,4,real
FreeWiFi_7714,02:74:e7:3b:7a:28,-72,WPA2-Enterprise,12,fake
Dorm-8559,95:9c:5d:08:9c:3f,-69,WPA2,4,real
John-7409,86:ba:82:17:47:11,-89,WEP,11,real
guestnet-guestnet3584,d6:9e:e8:07:63:da,-80,WPA2-Enterprise,5,fake
Tower-1221,a1:0c:a2:a8:ac:4e,-77,WPA2-Enterprise,8,real
FreeWiFi_1333,ba:d6:11:54:97:53,-62,Open,12,fake
Home_1102,52:08:f7:a0:20:0e,-84,WPA2-Enterprise,6,real
Lobby7169,25:53:4c:0e:d9:1d,-30,WPA2,3,fake
Apartment-7984,52:19:d5:c4:3e:70,-76,WPA2,7,real
ShopGuest5226,7e:96:00:4d:fe:96,-57,WPA2-Enterprise,4,fake
Shop9711 Home,bc:2d:87:7c:b3:c3,-51,Open,3,fake
John-289,a9:47:00:77:39:f2,-86,Open,2,real
shop-shop8953,4c:4b:69:76:9e:b7,-50,WPA3,12,fake
Linda-4912,4b:82:64:c0:71:c3,-66,WPA2,1,real
Building-939,cc:c1:02:31:c7:5d,-41,WEP,4,real
John_1113,c5:3a:35:56:37:a7,-41,Open,7,real
Building_5366,de:2d:97:5c:45:ad,-41,WPA2,12,real
GuestNet-GuestNet4343,9e:38:8e:90:42:c1,-46,WEP,3,fake
netgearguest3173-,5a:63:eb:71:eb:ad,-40,WPA2,5,fake
Smith_2920,67:93:c1:b9:c6:75,-88,WPA2,8,real
Linda-6490,dc:e5:68:65:27:08,-89,WEP,7,real
netgear-3423,8b:28:42:be:ac:24,-87,WEP,9,fake
FreeWiFi 9754,5e:6e:0d:a6:0b:c9,-40,WPA2,3,fake
Tower_5789,6e:13:b5:8c:48:12,-49,WPA3,4,real
Dorm_4339,79:e5:8b:ee:a4:0e,-30,WPA2,9,real
Home-2388,f3:55:bb:09:d6:5f,-42,Open,13,real
freeguest5942,30:f7:8a:38:b7:4e,-36,WPA3,10,fake
Residence_8322,d0:ce:d9:61:41:d8,-79,WPA2,5,real
free wifi 1862,69:25:f2:b4:f7:84,-45,WEP,11,fake
John_521,60:54:fb:f9:03:a2,-78,WPA2-Enterprise,2,real
Public-Public758-,bc:7a:ea:0a:f8:80,-80,WEP,12,fake
Cafe6204-,1f:19:c6:6c:f0:6e,-75,Open,5,fake
network9632,d6:2b:ed:0c:20:13,-78,WPA3,10,fake
Hotel-Hotel,5c:e1:f0:1c:ce:29,-75,Open,3,fake
Guest_Free_8070,24:4a:eb:46:a4:f2,-33,WPA3,7,fake
TPLink-9217,98:15:cf:74:21:96,-74,WPA2,9,real
Building-2819,4b:31:6d:0b:97:e6,-33,WEP,5,real
Shop WiFi 5449,76:a1:2e:02:0c:b1,-77,WPA2-Enterprise,9,fake
Office-7885,db:57:6a:2f:92:10,-64,WPA2-Enterprise,4,real
_Guest_Airport7307,b5:66:a0:2a:ae:39,-47,WPA2-Enterprise,9,fake
Apartment-3045,f5:94:c1:e2:da:7e,-62,WPA3,5,real
Linksys9465,2c:e2:b1:68:b0:66,-65,WEP,8,fake
Network2905,90:b6:d0:9b:52:dc,-81,WPA3,3,fake
mywifi_guest,a9:5d:e6:e6:e0:1f,-76,WPA3,3,fake
library7685,dd:13:84:ea:e1:1f,-30,WPA2-Enterprise,7,fake
airportguest7359,22:88:3e:a3:32:b2,-67,WPA3,9,fake
MyAP_9913,7a:15:19:36:06:50,-43,WPA2-Enterprise,11,real
Guest1893,07:40:4a:6e:76:d3,-82,Open,10,fake
FreeWiFi_7957,be:e5:fb:fa:d1:51,-82,Open,11,fake
Anderson-4632,eb:f9:d6:b4:a2:50,-38,WPA3,10,real
Hotel_WiFi_8663,66:c7:98:b6:52:00,-58,Open,13,fake
Tower_7518,39:13:4b:cf:37:5f,-85,WEP,1,real
MyAP_6410,dd:ad:ab:34:e2:2e,-81,WPA2,5,real
Office7925,16:33:ae:94:7a:5d,-90,WPA2-Enterprise,4,fake
Vodafone-deoa,13:6c:92:06:61:fd,-33,WEP,8,fake
Office_5407,03:36:f3:3f:83:f7,-90,WPA3,11,real
MyAP_8608,cf:ca:2c:7f:96:e0,-72,WPA2-Enterprise,6,real
TPLink-3172,1d:d8:b4:7a:64:af,-34,WPA2,10,real
Cafe_Campus2323,be:5f:c9:09:48:a6,-48,WPA2,1,fake
Library2865 WiFi,8b:4c:f1:7c:ef:53,-58,WPA2,3,fake
Dorm-5543,b6:7f:53:aa:94:ae,-42,WPA2,1,real
NETGEAR WiFi 9149,b3:22:4b:40:68:c7,-52,WEP,3,fake
free-1377,4a:34:03:0b:62:f2,-66,WPA2-Enterprise,13,fake
Lobby_Free_6454,69:5e:08:a9:84:13,-64,WPA3,8,fake
Shop TPLink7376!,ca:0b:a6:61:49:6c,-87,WPA3,10,fake
Guest_Free_9187,63:22:0b:f3:15:33,-54,WPA2,7,fake
OfficeGuest7405,b1:ae:fe:c7:fa:64,-47,WPA2,9,fake
free-free-,8f:e1:b8:27:ee:76,-75,WPA3,4,fake
vodafone-7046,83:0c:74:11:12:31,-64,WPA2,6,fake
Cafe8289,56:4f:23:ba:05:fc,-53,WPA3,8,fake
Dorm-73,00:3c:56:69:8b:3f,-44,WPA3,5,real
TPLink_5681,43:50:43:e4:aa:98,-64,WPA3,1,real
free8967,72:11:32:4b:96:de,-50,Open,6,fake
Starbucks-8683,0d:60:2e:d5:ec:22,-42,WPA2,5,fake
Apartment-NET,7b:83:8a:7c:81:4f,-66,Open,3,real
TPLink-9674,46:98:53:be:02:04,-43,WEP,1,real
Campus-7837,67:7e:e1:ec:33:0b,-74,WPA3,11,real
GuestNet_Library2081,c4:e7:3c:a1:e2:14,-34,WEP,5,fake
Shop_WiFi_1779,3d:ea:00:fc:27:2d,-46,WPA2-Enterprise,6,fake
Public1268,89:d6:64:9a:30:bb,-52,WPA2-Enterprise,1,fake
Home_5389,8d:77:4a:b0:3f:f1,-77,WPA3,5,real
Anderson-5358,72:bf:83:9c:b4:46,-78,WPA2,2,real
Lobby7777,16:53:ac:26:03:f1,-69,Open,4,fake
TPLink-3711,fe:e4:1b:9c:9b:8e,-70,WPA3,4,real
Anderson-8827,29:2c:2a:cd:5d:83,-84,WEP,7,real
Linda_6508,13:29:47:94:77:1f,-68,WEP,12,real
Guest-st_,f2:67:27:a0:c6:f8,-77,Open,2,fake
Office_TPLink5365,57:04:a8:4e:b2:63,-56,WPA2,13,fake
McDonalds-8504!,32:65:e3:b7:a2:f9,-37,Open,4,fake
TPLink_910,06:69:d7:94:2c:fb,-55,WPA2-Enterprise,3,real
John_7498,25:c8:54:17:70:3e,-80,WPA3,11,real
Linksys_3486,62:ad:00:30:ca:f8,-85,WEP,12,real
Home_3351,aa:5c:d4:d4:bb:55,-44,WEP,12,real
Home_979,f2:a9:69:05:de:f2,-49,WPA2,4,real
Office-4306,f6:62:af:4a:38:87,-45,WEP,7,real
Office2973#,e6:9c:2a:cb:00:c1,-51,WPA2-Enterprise,11,fake
TPLink8417 Guest,f6:5f:f6:36:3b:bc,-41,Open,2,fake
TPLink-3290,89:6b:ae:3f:70:4b,-78,WPA2-Enterprise,10,real
Mall_Free_363,32:dc:63:bc:02:41,-69,WPA3,13,fake
Shop-Shop4447#,e2:5a:08:72:05:88,-39,Open,10,fake
Dorm-6400,58:33:c9:cc:96:e8,-68,WEP,7,real
Library_Free_7705.,a4:00:8f:e9:3b:e9,-54,WPA2,5,fake
Guest4012 Hotspot,a2:69:95:e3:1e:95,-50,Open,2,fake
Linksys_1202,45:03:11:18:38:9d,-41,WPA2,3,real
TowerWiFi,3d:21:e8:44:c1:26,-73,WPA2,11,real
Apartment_6246,64:37:14:34:e6:a2,-51,WPA2-Enterprise,13,real
airport-4398-,14:98:4b:47:d6:1c,-69,Open,5,fake
Airport-1138,41:00:a4:c7:16:ea,-76,Open,11,fake
Smith-717,b0:69:8b:13:3a:35,-74,WEP,11,real
Office-3614,d9:07:0a:41:4d:77,-76,WPA2,8,real
Guest-4379,79:27:b1:dc:fe:5f,-80,WPA3,9,fake
Apartment_7538,61:7e:71:a5:04:b8,-50,WPA2,11,real
MyAP-3344,bd:6a:5b:03:3b:5f,-63,Open,3,real
Vodafone-eofd,04:79:0a:3a:bc:28,-44,Open,8,fake
Apartment-6479,8a:e7:11:f2:d6:47,-59,WPA2-Enterprise,4,real
